date,total_sales,year,month,week,weekday,year_month
2015-10-24,859950.710621,2015,10,43,5,2015-10
2015-10-25,1018783.141953,2015,10,43,6,2015-10
2015-10-26,649914.352338,2015,10,44,0,2015-10
2015-10-27,587066.101075,2015,10,44,1,2015-10
2015-10-28,599388.1222552,2015,10,44,2,2015-10
2015-10-29,511860.0689186,2015,10,44,3,2015-10
2015-10-30,635875.8911987,2015,10,44,4,2015-10
2015-10-31,915956.851878,2015,10,44,5,2015-10
2015-11-01,819250.388037,2015,11,44,6,2015-11
2015-11-02,762549.794932,2015,11,45,0,2015-11
2015-11-03,1033439.132986,2015,11,45,1,2015-11
2015-11-04,855494.43996,2015,11,45,2,2015-11
2015-11-05,649662.670907,2015,11,45,3,2015-11
2015-11-06,671145.788057,2015,11,45,4,2015-11
2015-11-07,929723.344157,2015,11,45,5,2015-11
2015-11-08,1077361.9559685,2015,11,45,6,2015-11
2015-11-09,683644.901987,2015,11,46,0,2015-11
2015-11-10,623529.1790699,2015,11,46,1,2015-11
2015-11-11,689746.212316,2015,11,46,2,2015-11
2015-11-12,506937.6640027,2015,11,46,3,2015-11
2015-11-13,626674.025055,2015,11,46,4,2015-11
2015-11-14,867597.332909,2015,11,46,5,2015-11
2015-11-15,1056159.462651,2015,11,46,6,2015-11
2015-11-16,716508.7092175,2015,11,47,0,2015-11
2015-11-17,618919.988059,2015,11,47,1,2015-11
2015-11-18,683954.18795,2015,11,47,2,2015-11
2015-11-19,560452.567301,2015,11,47,3,2015-11
2015-11-20,665619.668251,2015,11,47,4,2015-11
2015-11-21,863726.8816559,2015,11,47,5,2015-11
2015-11-22,1015844.2849005,2015,11,47,6,2015-11
2015-11-23,696685.460932,2015,11,48,0,2015-11
2015-11-24,612710.200935,2015,11,48,1,2015-11
2015-11-25,658917.83013,2015,11,48,2,2015-11
2015-11-26,530358.330027,2015,11,48,3,2015-11
2015-11-27,645087.0350447,2015,11,48,4,2015-11
2015-11-28,850596.003884,2015,11,48,5,2015-11
2015-11-29,1070619.802932,2015,11,48,6,2015-11
2015-11-30,762036.1239965,2015,11,49,0,2015-11
2015-12-01,857620.9426407,2015,12,49,1,2015-12
2015-12-02,867269.5758400001,2015,12,49,2,2015-12
2015-12-03,676883.031992,2015,12,49,3,2015-12
2015-12-04,749354.1319635,2015,12,49,4,2015-12
2015-12-05,966202.367876,2015,12,49,5,2015-12
2015-12-06,1143119.31945,2015,12,49,6,2015-12
2015-12-07,822334.708983,2015,12,50,0,2015-12
2015-12-08,712569.16983,2015,12,50,1,2015-12
2015-12-09,747893.782087,2015,12,50,2,2015-12
2015-12-10,657427.1785246,2015,12,50,3,2015-12
2015-12-11,708392.807819,2015,12,50,4,2015-12
2015-12-12,915667.884291,2015,12,50,5,2015-12
2015-12-13,1059425.4213405,2015,12,50,6,2015-12
2015-12-14,811613.7221567,2015,12,51,0,2015-12
2015-12-15,779809.953397,2015,12,51,1,2015-12
2015-12-16,859930.249129,2015,12,51,2,2015-12
2015-12-17,809809.748717,2015,12,51,3,2015-12
2015-12-18,893569.902701,2015,12,51,4,2015-12
2015-12-19,1095523.5178683,2015,12,51,5,2015-12
2015-12-20,1175416.9636673,2015,12,51,6,2015-12
2015-12-21,1072887.476889,2015,12,52,0,2015-12
2015-12-22,1141861.90926,2015,12,52,1,2015-12
2015-12-23,1196146.056374,2015,12,52,2,2015-12
2015-12-24,1083680.315238,2015,12,52,3,2015-12
2015-12-26,946725.190766,2015,12,52,5,2015-12
2015-12-27,837714.129168,2015,12,52,6,2015-12
2015-12-28,789684.9127821,2015,12,53,0,2015-12
2015-12-29,870762.025758,2015,12,53,1,2015-12
2015-12-30,1030043.735764,2015,12,53,2,2015-12
2015-12-31,964641.5415009999,2015,12,53,3,2015-12
2016-01-01,16433.394,2016,1,53,4,2016-01
2016-01-02,1066677.424862,2016,1,53,5,2016-01
2016-01-03,1226735.719895,2016,1,53,6,2016-01
2016-01-04,955956.875097,2016,1,1,0,2016-01
2016-01-05,835320.439089,2016,1,1,1,2016-01
2016-01-06,821685.655923,2016,1,1,2,2016-01
2016-01-07,653504.3669428,2016,1,1,3,2016-01
2016-01-08,713608.3341557,2016,1,1,4,2016-01
2016-01-09,989209.458148,2016,1,1,5,2016-01
2016-01-10,1094693.83696,2016,1,1,6,2016-01
2016-01-11,705495.240963,2016,1,2,0,2016-01
2016-01-12,647058.461085,2016,1,2,1,2016-01
2016-01-13,660045.317135,2016,1,2,2,2016-01
2016-01-14,561972.62307,2016,1,2,3,2016-01
2016-01-15,671027.100027,2016,1,2,4,2016-01
2016-01-16,959827.146436,2016,1,2,5,2016-01
2016-01-17,1057997.343303,2016,1,2,6,2016-01
2016-01-18,709784.229951,2016,1,3,0,2016-01
2016-01-19,630929.75099,2016,1,3,1,2016-01
2016-01-20,738744.013045,2016,1,3,2,2016-01
2016-01-21,552820.7690359,2016,1,3,3,2016-01
2016-01-22,648431.428037,2016,1,3,4,2016-01
2016-01-23,906754.833923,2016,1,3,5,2016-01
2016-01-24,980927.7570135,2016,1,3,6,2016-01
2016-01-25,658090.687097,2016,1,4,0,2016-01
2016-01-26,609465.787904,2016,1,4,1,2016-01
2016-01-27,647254.67807,2016,1,4,2,2016-01
2016-01-28,533709.8489592,2016,1,4,3,2016-01
2016-01-29,660492.758086,2016,1,4,4,2016-01
2016-01-30,969938.376831,2016,1,4,5,2016-01
2016-01-31,1093211.2294,2016,1,4,6,2016-01
2016-02-01,872063.3148838,2016,2,5,0,2016-02
2016-02-02,765233.207779,2016,2,5,1,2016-02
2016-02-03,772360.939004,2016,2,5,2,2016-02
2016-02-04,650328.166941,2016,2,5,3,2016-02
2016-02-05,768586.5079877,2016,2,5,4,2016-02
2016-02-06,941954.07605,2016,2,5,5,2016-02
2016-02-07,697791.630994,2016,2,5,6,2016-02
2016-02-08,636542.677274,2016,2,6,0,2016-02
2016-02-09,746939.64016,2016,2,6,1,2016-02
2016-02-10,790988.713851,2016,2,6,2,2016-02
2016-02-11,646376.371075,2016,2,6,3,2016-02
2016-02-12,698152.0698755,2016,2,6,4,2016-02
2016-02-13,859023.0269945,2016,2,6,5,2016-02
2016-02-14,940214.498527,2016,2,6,6,2016-02
2016-02-15,746671.290005,2016,2,7,0,2016-02
2016-02-16,719111.88609,2016,2,7,1,2016-02
2016-02-17,723794.722013,2016,2,7,2,2016-02
2016-02-18,570072.678149,2016,2,7,3,2016-02
2016-02-19,672510.133621,2016,2,7,4,2016-02
2016-02-20,883790.2212395,2016,2,7,5,2016-02
2016-02-21,991384.2700283,2016,2,7,6,2016-02
2016-02-22,698907.63622,2016,2,8,0,2016-02
2016-02-23,641329.0610941,2016,2,8,1,2016-02
2016-02-24,675573.377814,2016,2,8,2,2016-02
2016-02-25,557959.327812,2016,2,8,3,2016-02
2016-02-26,641922.8016649,2016,2,8,4,2016-02
2016-02-27,916704.0687289999,2016,2,8,5,2016-02
2016-02-28,994502.727301,2016,2,8,6,2016-02
2016-02-29,726619.7578255,2016,2,9,0,2016-02
2016-03-01,897927.643296,2016,3,9,1,2016-03
2016-03-02,878452.364907,2016,3,9,2,2016-03
2016-03-03,671564.7523075,2016,3,9,3,2016-03
2016-03-04,747546.7958183,2016,3,9,4,2016-03
2016-03-05,1028620.677053,2016,3,9,5,2016-03
2016-03-06,1078958.5091855,2016,3,9,6,2016-03
2016-03-07,738126.524119,2016,3,10,0,2016-03
2016-03-08,642291.3448895,2016,3,10,1,2016-03
2016-03-09,694645.8489091,2016,3,10,2,2016-03
2016-03-10,572491.856825,2016,3,10,3,2016-03
2016-03-11,664893.5129268001,2016,3,10,4,2016-03
2016-03-12,898101.109871,2016,3,10,5,2016-03
2016-03-13,954980.3301475,2016,3,10,6,2016-03
2016-03-14,668066.393105,2016,3,11,0,2016-03
2016-03-15,668186.702459,2016,3,11,1,2016-03
2016-03-16,739805.377693,2016,3,11,2,2016-03
2016-03-17,580452.5319757,2016,3,11,3,2016-03
2016-03-18,666756.8191527,2016,3,11,4,2016-03
2016-03-19,895038.512068,2016,3,11,5,2016-03
2016-03-20,929605.582019,2016,3,11,6,2016-03
2016-03-21,690469.800941,2016,3,12,0,2016-03
2016-03-22,622695.8369947,2016,3,12,1,2016-03
2016-03-23,714881.17408,2016,3,12,2,2016-03
2016-03-24,660489.8450025,2016,3,12,3,2016-03
2016-03-25,633524.200062,2016,3,12,4,2016-03
2016-03-26,800133.5174955,2016,3,12,5,2016-03
2016-03-27,833336.064862,2016,3,12,6,2016-03
2016-03-28,661057.8656583,2016,3,13,0,2016-03
2016-03-29,621166.0630926,2016,3,13,1,2016-03
2016-03-30,660138.988943,2016,3,13,2,2016-03
2016-03-31,617374.3379607,2016,3,13,3,2016-03
2016-04-01,872467.3200749999,2016,4,13,4,2016-04
2016-04-02,1150824.580929,2016,4,13,5,2016-04
2016-04-03,1266908.291001,2016,4,13,6,2016-04
2016-04-04,795237.1920634999,2016,4,14,0,2016-04
2016-04-05,725750.101045,2016,4,14,1,2016-04
2016-04-06,744784.8430795,2016,4,14,2,2016-04
2016-04-07,587939.720177,2016,4,14,3,2016-04
2016-04-08,689727.1961377,2016,4,14,4,2016-04
2016-04-09,927981.389244,2016,4,14,5,2016-04
2016-04-10,1008876.737901,2016,4,14,6,2016-04
2016-04-11,665348.963943,2016,4,15,0,2016-04
2016-04-12,651657.0342615,2016,4,15,1,2016-04
2016-04-13,672611.48105,2016,4,15,2,2016-04
2016-04-14,546785.2089455,2016,4,15,3,2016-04
2016-04-15,667606.299867,2016,4,15,4,2016-04
2016-04-16,862121.492036,2016,4,15,5,2016-04
2016-04-17,1271833.739255,2016,4,15,6,2016-04
2016-04-18,1345920.6048929,2016,4,16,0,2016-04
2016-04-19,1152089.208085,2016,4,16,1,2016-04
2016-04-20,1062426.2900389,2016,4,16,2,2016-04
2016-04-21,1001079.779168,2016,4,16,3,2016-04
2016-04-22,857059.24399,2016,4,16,4,2016-04
2016-04-23,1022143.1346499,2016,4,16,5,2016-04
2016-04-24,1039369.932014,2016,4,16,6,2016-04
2016-04-25,680000.753839,2016,4,17,0,2016-04
2016-04-26,704799.4182328,2016,4,17,1,2016-04
2016-04-27,670288.098041,2016,4,17,2,2016-04
2016-04-28,543339.849013,2016,4,17,3,2016-04
2016-04-29,708711.428894,2016,4,17,4,2016-04
2016-04-30,1067335.770093,2016,4,17,5,2016-04
2016-05-01,1270121.20756,2016,5,17,6,2016-05
2016-05-02,973985.670432,2016,5,18,0,2016-05
2016-05-03,792205.5501393,2016,5,18,1,2016-05
2016-05-04,798654.4540987,2016,5,18,2,2016-05
2016-05-05,648701.6029645,2016,5,18,3,2016-05
2016-05-06,761422.5161262,2016,5,18,4,2016-05
2016-05-07,1071192.776983,2016,5,18,5,2016-05
2016-05-08,820824.6380683,2016,5,18,6,2016-05
2016-05-09,771767.6541339,2016,5,19,0,2016-05
2016-05-10,693010.486981,2016,5,19,1,2016-05
2016-05-11,727543.4630335,2016,5,19,2,2016-05
2016-05-12,603394.2070997,2016,5,19,3,2016-05
2016-05-13,666833.8999414,2016,5,19,4,2016-05
2016-05-14,932869.5212631,2016,5,19,5,2016-05
2016-05-15,1070331.66738,2016,5,19,6,2016-05
2016-05-16,748112.686851,2016,5,20,0,2016-05
2016-05-17,661930.83884,2016,5,20,1,2016-05
2016-05-18,671232.9593407,2016,5,20,2,2016-05
2016-05-19,581470.5602065,2016,5,20,3,2016-05
2016-05-20,706024.0579254,2016,5,20,4,2016-05
2016-05-21,910757.16309,2016,5,20,5,2016-05
2016-05-22,1030671.62292,2016,5,20,6,2016-05
2016-05-23,695004.681298,2016,5,21,0,2016-05
2016-05-24,606377.2052165,2016,5,21,1,2016-05
2016-05-25,637512.038734,2016,5,21,2,2016-05
2016-05-26,571968.623123,2016,5,21,3,2016-05
2016-05-27,852689.219312,2016,5,21,4,2016-05
2016-05-28,816187.2200643,2016,5,21,5,2016-05
2016-05-29,959853.658039,2016,5,21,6,2016-05
2016-05-30,752452.419172,2016,5,22,0,2016-05
2016-05-31,974327.9898907,2016,5,22,1,2016-05
2016-06-01,811525.320315,2016,6,22,2,2016-06
2016-06-02,694535.9356793,2016,6,22,3,2016-06
2016-06-03,742363.085208,2016,6,22,4,2016-06
2016-06-04,1011996.61607,2016,6,22,5,2016-06
2016-06-05,1123734.4361,2016,6,22,6,2016-06
2016-06-06,729894.222866,2016,6,23,0,2016-06
2016-06-07,658714.653306,2016,6,23,1,2016-06
2016-06-08,696747.5498651,2016,6,23,2,2016-06
2016-06-09,547139.6129411,2016,6,23,3,2016-06
2016-06-10,637354.31962,2016,6,23,4,2016-06
2016-06-11,845838.2061645,2016,6,23,5,2016-06
2016-06-12,947479.764963,2016,6,23,6,2016-06
2016-06-13,685382.193062,2016,6,24,0,2016-06
2016-06-14,622267.7731045,2016,6,24,1,2016-06
2016-06-15,708327.6370845,2016,6,24,2,2016-06
2016-06-16,620526.243001,2016,6,24,3,2016-06
2016-06-17,737897.438279,2016,6,24,4,2016-06
2016-06-18,972971.109711,2016,6,24,5,2016-06
2016-06-19,837363.023871,2016,6,24,6,2016-06
2016-06-20,735754.3648971,2016,6,25,0,2016-06
2016-06-21,679248.0220203,2016,6,25,1,2016-06
2016-06-22,677730.6512057,2016,6,25,2,2016-06
2016-06-23,559653.337429,2016,6,25,3,2016-06
2016-06-24,641812.675912,2016,6,25,4,2016-06
2016-06-25,860296.8349625,2016,6,25,5,2016-06
2016-06-26,954344.666933,2016,6,25,6,2016-06
2016-06-27,684735.608995,2016,6,26,0,2016-06
2016-06-28,596948.934953,2016,6,26,1,2016-06
2016-06-29,632489.476942,2016,6,26,2,2016-06
2016-06-30,554144.864923,2016,6,26,3,2016-06
2016-07-01,857027.5539605,2016,7,26,4,2016-07
2016-07-02,1078485.141848,2016,7,26,5,2016-07
2016-07-03,1126713.707945,2016,7,26,6,2016-07
2016-07-04,850891.598845,2016,7,27,0,2016-07
2016-07-05,728011.558041,2016,7,27,1,2016-07
2016-07-06,752110.940641,2016,7,27,2,2016-07
2016-07-07,591702.7820185,2016,7,27,3,2016-07
2016-07-08,688563.400224,2016,7,27,4,2016-07
2016-07-09,868259.9708787,2016,7,27,5,2016-07
2016-07-10,932486.3001359,2016,7,27,6,2016-07
2016-07-11,688436.1450485,2016,7,28,0,2016-07
2016-07-12,627039.780111,2016,7,28,1,2016-07
2016-07-13,642494.4024465,2016,7,28,2,2016-07
2016-07-14,535124.328126,2016,7,28,3,2016-07
2016-07-15,675032.4290353,2016,7,28,4,2016-07
2016-07-16,887192.885063,2016,7,28,5,2016-07
2016-07-17,932586.6967328,2016,7,28,6,2016-07
2016-07-18,702619.751022,2016,7,29,0,2016-07
2016-07-19,633176.2922806,2016,7,29,1,2016-07
2016-07-20,686848.847004,2016,7,29,2,2016-07
2016-07-21,578823.6890245,2016,7,29,3,2016-07
2016-07-22,646633.655341,2016,7,29,4,2016-07
2016-07-23,822292.472006,2016,7,29,5,2016-07
2016-07-24,847867.677942,2016,7,29,6,2016-07
2016-07-25,697383.602092,2016,7,30,0,2016-07
2016-07-26,622771.923903,2016,7,30,1,2016-07
2016-07-27,651121.9849837,2016,7,30,2,2016-07
2016-07-28,533256.2493581,2016,7,30,3,2016-07
2016-07-29,669585.8378729,2016,7,30,4,2016-07
2016-07-30,910213.871959,2016,7,30,5,2016-07
2016-07-31,997916.9572141,2016,7,30,6,2016-07
2016-08-01,895580.405053,2016,8,31,0,2016-08
2016-08-02,777592.8388893,2016,8,31,1,2016-08
2016-08-03,779844.8100532,2016,8,31,2,2016-08
2016-08-04,622883.098161,2016,8,31,3,2016-08
2016-08-05,704092.7391311,2016,8,31,4,2016-08
2016-08-06,858903.2119025,2016,8,31,5,2016-08
2016-08-07,904321.436838,2016,8,31,6,2016-08
2016-08-08,715195.5388238,2016,8,32,0,2016-08
2016-08-09,635538.981035,2016,8,32,1,2016-08
2016-08-10,658457.436112,2016,8,32,2,2016-08
2016-08-11,596729.279945,2016,8,32,3,2016-08
2016-08-12,745662.5051491,2016,8,32,4,2016-08
2016-08-13,714905.9190669,2016,8,32,5,2016-08
2016-08-14,761826.1289779,2016,8,32,6,2016-08
2016-08-15,720032.299881,2016,8,33,0,2016-08
2016-08-16,718671.651353,2016,8,33,1,2016-08
2016-08-17,725945.703034,2016,8,33,2,2016-08
2016-08-18,577350.5209386,2016,8,33,3,2016-08
2016-08-19,678767.115815,2016,8,33,4,2016-08
2016-08-20,828986.33584,2016,8,33,5,2016-08
2016-08-21,901870.149939,2016,8,33,6,2016-08
2016-08-22,714866.233843,2016,8,34,0,2016-08
2016-08-23,660819.9779755,2016,8,34,1,2016-08
2016-08-24,674613.0479498,2016,8,34,2,2016-08
2016-08-25,554421.529139,2016,8,34,3,2016-08
2016-08-26,646698.272887,2016,8,34,4,2016-08
2016-08-27,791047.534486,2016,8,34,5,2016-08
2016-08-28,858802.419759,2016,8,34,6,2016-08
2016-08-29,671845.736816,2016,8,35,0,2016-08
2016-08-30,624711.335056,2016,8,35,1,2016-08
2016-08-31,731430.1240452,2016,8,35,2,2016-08
2016-09-01,718105.570925,2016,9,35,3,2016-09
2016-09-02,837129.587642,2016,9,35,4,2016-09
2016-09-03,1057581.210918,2016,9,35,5,2016-09
2016-09-04,1109985.857533,2016,9,35,6,2016-09
2016-09-05,813763.2950235,2016,9,36,0,2016-09
2016-09-06,751583.025072,2016,9,36,1,2016-09
2016-09-07,738543.916999,2016,9,36,2,2016-09
2016-09-08,595849.2986095,2016,9,36,3,2016-09
2016-09-09,658969.026968,2016,9,36,4,2016-09
2016-09-10,915938.559049,2016,9,36,5,2016-09
2016-09-11,1017369.2242663,2016,9,36,6,2016-09
2016-09-12,678776.4591265,2016,9,37,0,2016-09
2016-09-13,603427.946974,2016,9,37,1,2016-09
2016-09-14,624262.071976,2016,9,37,2,2016-09
2016-09-15,568324.812986,2016,9,37,3,2016-09
2016-09-16,691912.601466,2016,9,37,4,2016-09
2016-09-17,899219.297508,2016,9,37,5,2016-09
2016-09-18,1018662.657394,2016,9,37,6,2016-09
2016-09-19,681159.341976,2016,9,38,0,2016-09
2016-09-20,650980.3219717001,2016,9,38,1,2016-09
2016-09-21,666928.400013,2016,9,38,2,2016-09
2016-09-22,533276.332017,2016,9,38,3,2016-09
2016-09-23,663685.9846653,2016,9,38,4,2016-09
2016-09-24,861830.389997,2016,9,38,5,2016-09
2016-09-25,952352.5509251,2016,9,38,6,2016-09
2016-09-26,664217.4402937,2016,9,39,0,2016-09
2016-09-27,587908.3278165,2016,9,39,1,2016-09
2016-09-28,631761.1750463,2016,9,39,2,2016-09
2016-09-29,520744.9210333,2016,9,39,3,2016-09
2016-09-30,703198.490806,2016,9,39,4,2016-09
2016-10-01,1175033.65823,2016,10,39,5,2016-10
2016-10-02,1256480.1709663,2016,10,39,6,2016-10
2016-10-03,833060.55889,2016,10,40,0,2016-10
2016-10-04,724113.096039,2016,10,40,1,2016-10
2016-10-05,749712.3000211,2016,10,40,2,2016-10
2016-10-06,581429.340158,2016,10,40,3,2016-10
2016-10-07,797612.239327,2016,10,40,4,2016-10
2016-10-08,932551.706831,2016,10,40,5,2016-10
2016-10-09,1088251.479908,2016,10,40,6,2016-10
2016-10-10,725312.8469015,2016,10,41,0,2016-10
2016-10-11,625271.993952,2016,10,41,1,2016-10
2016-10-12,665126.077693,2016,10,41,2,2016-10
2016-10-13,558859.8909975,2016,10,41,3,2016-10
2016-10-14,667954.207226,2016,10,41,4,2016-10
2016-10-15,890613.591114,2016,10,41,5,2016-10
2016-10-16,1104504.6882152,2016,10,41,6,2016-10
2016-10-17,710456.4240015,2016,10,42,0,2016-10
2016-10-18,630638.592023,2016,10,42,1,2016-10
2016-10-19,647823.468973,2016,10,42,2,2016-10
2016-10-20,583001.280078,2016,10,42,3,2016-10
2016-10-21,669453.5420583,2016,10,42,4,2016-10
2016-10-22,843626.415914,2016,10,42,5,2016-10
2016-10-23,1022953.689959,2016,10,42,6,2016-10
2016-10-24,668507.6451983,2016,10,43,0,2016-10
2016-10-25,610590.8979547,2016,10,43,1,2016-10
2016-10-26,633413.8905697,2016,10,43,2,2016-10
2016-10-27,544361.4798829,2016,10,43,3,2016-10
2016-10-28,638838.252231,2016,10,43,4,2016-10
2016-10-29,841074.6969995,2016,10,43,5,2016-10
2016-10-30,954838.191008,2016,10,43,6,2016-10
2016-10-31,654923.5029715,2016,10,44,0,2016-10
2016-11-01,811832.445984,2016,11,44,1,2016-11
2016-11-02,969033.618953,2016,11,44,2,2016-11
2016-11-03,793811.6841115,2016,11,44,3,2016-11
2016-11-04,858468.216477,2016,11,44,4,2016-11
2016-11-05,887751.298669,2016,11,44,5,2016-11
2016-11-06,1140367.104134,2016,11,44,6,2016-11
2016-11-07,849451.0429045,2016,11,45,0,2016-11
2016-11-08,767439.628434,2016,11,45,1,2016-11
2016-11-09,790276.839009,2016,11,45,2,2016-11
2016-11-10,588241.7590247,2016,11,45,3,2016-11
2016-11-11,713396.4541223,2016,11,45,4,2016-11
2016-11-12,929802.771943,2016,11,45,5,2016-11
2016-11-13,1188982.232398,2016,11,45,6,2016-11
2016-11-14,735723.172977,2016,11,46,0,2016-11
2016-11-15,691801.6290437999,2016,11,46,1,2016-11
2016-11-16,830431.7415873,2016,11,46,2,2016-11
2016-11-17,615228.2560159,2016,11,46,3,2016-11
2016-11-18,738265.552222,2016,11,46,4,2016-11
2016-11-19,935656.0010137,2016,11,46,5,2016-11
2016-11-20,1125178.987911,2016,11,46,6,2016-11
2016-11-21,773762.280859,2016,11,47,0,2016-11
2016-11-22,690281.251004,2016,11,47,1,2016-11
2016-11-23,753685.041456,2016,11,47,2,2016-11
2016-11-24,595457.3062203,2016,11,47,3,2016-11
2016-11-25,737819.484836,2016,11,47,4,2016-11
2016-11-26,908066.823384,2016,11,47,5,2016-11
2016-11-27,1056721.5920875,2016,11,47,6,2016-11
2016-11-28,752583.7680527,2016,11,48,0,2016-11
2016-11-29,645760.5082353,2016,11,48,1,2016-11
2016-11-30,767361.704324,2016,11,48,2,2016-11
2016-12-01,843603.315088,2016,12,48,3,2016-12
2016-12-02,853454.930795,2016,12,48,4,2016-12
2016-12-03,1113440.567059,2016,12,48,5,2016-12
2016-12-04,1276195.0362097,2016,12,48,6,2016-12
2016-12-05,896824.938971,2016,12,49,0,2016-12
2016-12-06,932546.385931,2016,12,49,1,2016-12
2016-12-07,867653.7351403,2016,12,49,2,2016-12
2016-12-08,674077.382905,2016,12,49,3,2016-12
2016-12-09,774941.923982,2016,12,49,4,2016-12
2016-12-10,920050.745917,2016,12,49,5,2016-12
2016-12-11,1119324.243986,2016,12,49,6,2016-12
2016-12-12,844251.703802,2016,12,50,0,2016-12
2016-12-13,747161.615593,2016,12,50,1,2016-12
2016-12-14,829763.2190675,2016,12,50,2,2016-12
2016-12-15,747641.1828753001,2016,12,50,3,2016-12
2016-12-16,918899.786306,2016,12,50,4,2016-12
2016-12-17,1071655.6282493,2016,12,50,5,2016-12
2016-12-18,1260471.9085900001,2016,12,50,6,2016-12
2016-12-19,1028242.8227987,2016,12,51,0,2016-12
2016-12-20,1080402.388032,2016,12,51,1,2016-12
2016-12-21,1181307.3270735,2016,12,51,2,2016-12
2016-12-22,1135849.391084,2016,12,51,3,2016-12
2016-12-23,1282145.5171351,2016,12,51,4,2016-12
2016-12-24,1246837.8430543,2016,12,51,5,2016-12
2016-12-26,1032770.748898,2016,12,52,0,2016-12
2016-12-27,842475.490118,2016,12,52,1,2016-12
2016-12-28,951533.7138481,2016,12,52,2,2016-12
2016-12-29,894108.236835,2016,12,52,3,2016-12
2016-12-30,1163643.0379923,2016,12,52,4,2016-12
2016-12-31,1109012.812049,2016,12,52,5,2016-12
2017-01-01,12082.500997,2017,1,52,6,2017-01
2017-01-02,1402306.370834,2017,1,1,0,2017-01
2017-01-03,1104377.0798245,2017,1,1,1,2017-01
2017-01-04,990093.463742,2017,1,1,2,2017-01
2017-01-05,777620.9540695,2017,1,1,3,2017-01
2017-01-06,839600.237989,2017,1,1,4,2017-01
2017-01-07,1103806.298949,2017,1,1,5,2017-01
2017-01-08,1192543.750978,2017,1,1,6,2017-01
2017-01-09,793724.8969065,2017,1,2,0,2017-01
2017-01-10,742635.5692609,2017,1,2,1,2017-01
2017-01-11,770742.690065,2017,1,2,2,2017-01
2017-01-12,629635.794004,2017,1,2,3,2017-01
2017-01-13,768898.9443882,2017,1,2,4,2017-01
2017-01-14,1021050.536226,2017,1,2,5,2017-01
2017-01-15,1175725.165838,2017,1,2,6,2017-01
2017-01-16,824488.666175,2017,1,3,0,2017-01
2017-01-17,750836.542952,2017,1,3,1,2017-01
2017-01-18,782656.0246723,2017,1,3,2,2017-01
2017-01-19,606949.7448793,2017,1,3,3,2017-01
2017-01-20,725703.6910875,2017,1,3,4,2017-01
2017-01-21,1072721.724905,2017,1,3,5,2017-01
2017-01-22,1148214.358454,2017,1,3,6,2017-01
2017-01-23,798133.612125,2017,1,4,0,2017-01
2017-01-24,721275.774781,2017,1,4,1,2017-01
2017-01-25,744342.5929227,2017,1,4,2,2017-01
2017-01-26,576515.5369877,2017,1,4,3,2017-01
2017-01-27,722113.958837,2017,1,4,4,2017-01
2017-01-28,977850.40585,2017,1,4,5,2017-01
2017-01-29,1075166.993043,2017,1,4,6,2017-01
2017-01-30,698123.768037,2017,1,5,0,2017-01
2017-01-31,778222.285925,2017,1,5,1,2017-01
2017-02-01,961777.382874,2017,2,5,2,2017-02
2017-02-02,748882.732615,2017,2,5,3,2017-02
2017-02-03,834667.1519293,2017,2,5,4,2017-02
2017-02-04,1132788.541413,2017,2,5,5,2017-02
2017-02-05,1151987.631095,2017,2,5,6,2017-02
2017-02-06,786672.394181,2017,2,6,0,2017-02
2017-02-07,739431.213302,2017,2,6,1,2017-02
2017-02-08,783605.377185,2017,2,6,2,2017-02
2017-02-09,624387.487899,2017,2,6,3,2017-02
2017-02-10,752207.2398545,2017,2,6,4,2017-02
2017-02-11,944924.65301,2017,2,6,5,2017-02
2017-02-12,1074820.900014,2017,2,6,6,2017-02
2017-02-13,794314.4320675,2017,2,7,0,2017-02
2017-02-14,642613.187069,2017,2,7,1,2017-02
2017-02-15,745780.355084,2017,2,7,2,2017-02
2017-02-16,645968.2570671,2017,2,7,3,2017-02
2017-02-17,758855.71279,2017,2,7,4,2017-02
2017-02-18,1063394.844003,2017,2,7,5,2017-02
2017-02-19,858897.1230135,2017,2,7,6,2017-02
2017-02-20,759120.0599607,2017,2,8,0,2017-02
2017-02-21,717807.6770255,2017,2,8,1,2017-02
2017-02-22,739388.0344027,2017,2,8,2,2017-02
2017-02-23,675578.500156,2017,2,8,3,2017-02
2017-02-24,816197.498952,2017,2,8,4,2017-02
2017-02-25,1026011.2228075,2017,2,8,5,2017-02
2017-02-26,775708.987978,2017,2,8,6,2017-02
2017-02-27,744956.948138,2017,2,9,0,2017-02
2017-02-28,949366.8290505,2017,2,9,1,2017-02
2017-03-01,1008521.709962,2017,3,9,2,2017-03
2017-03-02,836225.179072,2017,3,9,3,2017-03
2017-03-03,882639.776274,2017,3,9,4,2017-03
2017-03-04,1125736.3470592,2017,3,9,5,2017-03
2017-03-05,1196983.690104,2017,3,9,6,2017-03
2017-03-06,790143.2410905,2017,3,10,0,2017-03
2017-03-07,761866.729975,2017,3,10,1,2017-03
2017-03-08,781046.6619577,2017,3,10,2,2017-03
2017-03-09,653901.1919827,2017,3,10,3,2017-03
2017-03-10,773855.30685,2017,3,10,4,2017-03
2017-03-11,1001174.4340065,2017,3,10,5,2017-03
2017-03-12,1146006.826973,2017,3,10,6,2017-03
2017-03-13,754390.380036,2017,3,11,0,2017-03
2017-03-14,700998.0346447,2017,3,11,1,2017-03
2017-03-15,815621.887369,2017,3,11,2,2017-03
